#Items	3300
#Nodes	11848
#Nodes2	11848
#Entities	8583
#Entities2	8583
#Relations	20
#Triples	358830
#Triples<http://dbpedia.org/property/producers>	2284
#Head<http://dbpedia.org/property/producers>	1708
#Head-Entities<http://dbpedia.org/property/producers>	0
#Tail<http://dbpedia.org/property/producers>	635
#Tail-Entities<http://dbpedia.org/property/producers>	635
#Triples<http://dbpedia.org/property/productionCompanies>	4360
#Head<http://dbpedia.org/property/productionCompanies>	2677
#Head-Entities<http://dbpedia.org/property/productionCompanies>	0
#Tail<http://dbpedia.org/property/productionCompanies>	297
#Tail-Entities<http://dbpedia.org/property/productionCompanies>	297
#Triples<http://dbpedia.org/property/story>	116
#Head<http://dbpedia.org/property/story>	90
#Head-Entities<http://dbpedia.org/property/story>	0
#Tail<http://dbpedia.org/property/story>	84
#Tail-Entities<http://dbpedia.org/property/story>	84
#Triples<http://purl.org/dc/terms/subject>	40429
#Head<http://purl.org/dc/terms/subject>	3147
#Head-Entities<http://purl.org/dc/terms/subject>	0
#Tail<http://purl.org/dc/terms/subject>	1303
#Tail-Entities<http://purl.org/dc/terms/subject>	1303
#Triples<http://purl.org/linguistics/gold/hypernym>	2752
#Head<http://purl.org/linguistics/gold/hypernym>	2752
#Head-Entities<http://purl.org/linguistics/gold/hypernym>	0
#Tail<http://purl.org/linguistics/gold/hypernym>	26
#Tail-Entities<http://purl.org/linguistics/gold/hypernym>	26
#Triples<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	39797
#Head<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	3232
#Head-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	0
#Tail<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	554
#Tail-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	554
#Triples<http://www.w3.org/2000/01/rdf-schema#seeAlso>	21
#Head<http://www.w3.org/2000/01/rdf-schema#seeAlso>	19
#Head-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	1
#Tail<http://www.w3.org/2000/01/rdf-schema#seeAlso>	19
#Tail-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	17
