#Items	3300
#Nodes	13034
#Nodes2	13034
#Entities	9769
#Entities2	9769
#Relations	20
#Triples	355368
#Head<http://dbpedia.org/ontology/wikiPageWikiLink>	9419
#Head-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	6240
#Tail<http://dbpedia.org/ontology/wikiPageWikiLink>	10423
#Tail-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	7263
#Triples<http://dbpedia.org/property/allWriting>	1738
#Head<http://dbpedia.org/property/allWriting>	1460
#Head-Entities<http://dbpedia.org/property/allWriting>	0
#Tail<http://dbpedia.org/property/allWriting>	510
#Tail-Entities<http://dbpedia.org/property/allWriting>	510
#Triples<http://dbpedia.org/property/composer>	2024
#Head<http://dbpedia.org/property/composer>	1903
#Head-Entities<http://dbpedia.org/property/composer>	0
#Tail<http://dbpedia.org/property/composer>	225
#Tail-Entities<http://dbpedia.org/property/composer>	224
#Triples<http://dbpedia.org/property/notableWork>	134
#Head<http://dbpedia.org/property/notableWork>	56
#Head-Entities<http://dbpedia.org/property/notableWork>	56
#Tail<http://dbpedia.org/property/notableWork>	123
#Tail-Entities<http://dbpedia.org/property/notableWork>	0
#Triples<http://dbpedia.org/property/producers>	2250
#Head<http://dbpedia.org/property/producers>	1708
#Head-Entities<http://dbpedia.org/property/producers>	0
#Tail<http://dbpedia.org/property/producers>	516
#Tail-Entities<http://dbpedia.org/property/producers>	516
#Triples<http://dbpedia.org/property/productionCompanies>	4302
#Head<http://dbpedia.org/property/productionCompanies>	2677
#Head-Entities<http://dbpedia.org/property/productionCompanies>	0
#Tail<http://dbpedia.org/property/productionCompanies>	230
#Tail-Entities<http://dbpedia.org/property/productionCompanies>	230
#Triples<http://dbpedia.org/property/story>	110
#Head<http://dbpedia.org/property/story>	90
#Head-Entities<http://dbpedia.org/property/story>	0
#Tail<http://dbpedia.org/property/story>	76
#Tail-Entities<http://dbpedia.org/property/story>	76
#Triples<http://purl.org/dc/terms/subject>	40595
#Head<http://purl.org/dc/terms/subject>	3147
#Head-Entities<http://purl.org/dc/terms/subject>	0
#Tail<http://purl.org/dc/terms/subject>	1366
#Tail-Entities<http://purl.org/dc/terms/subject>	1366
#Triples<http://purl.org/linguistics/gold/hypernym>	2752
#Head<http://purl.org/linguistics/gold/hypernym>	2752
#Head-Entities<http://purl.org/linguistics/gold/hypernym>	0
#Tail<http://purl.org/linguistics/gold/hypernym>	20
#Tail-Entities<http://purl.org/linguistics/gold/hypernym>	20
#Triples<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	35912
#Head<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	3232
#Head-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	0
#Tail<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	462
#Tail-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	462
#Triples<http://www.w3.org/2000/01/rdf-schema#seeAlso>	21
#Head<http://www.w3.org/2000/01/rdf-schema#seeAlso>	19
#Head-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	1
#Tail<http://www.w3.org/2000/01/rdf-schema#seeAlso>	16
#Tail-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	14
