#Items	3300
#Nodes	8045
#Nodes2	8045
#Entities	4780
#Entities2	4780
#Relations	20
#Triples	310122
#Tail-Entities<http://dbpedia.org/ontology/wikiPageWikiLink>	2445
#Triples<http://dbpedia.org/property/allWriting>	1718
#Head<http://dbpedia.org/property/allWriting>	1460
#Head-Entities<http://dbpedia.org/property/allWriting>	0
#Tail<http://dbpedia.org/property/allWriting>	170
#Tail-Entities<http://dbpedia.org/property/allWriting>	170
#Triples<http://dbpedia.org/property/composer>	2013
#Head<http://dbpedia.org/property/composer>	1903
#Head-Entities<http://dbpedia.org/property/composer>	0
#Tail<http://dbpedia.org/property/composer>	76
#Tail-Entities<http://dbpedia.org/property/composer>	75
#Triples<http://dbpedia.org/property/notableWork>	131
#Head<http://dbpedia.org/property/notableWork>	19
#Head-Entities<http://dbpedia.org/property/notableWork>	19
#Tail<http://dbpedia.org/property/notableWork>	123
#Tail-Entities<http://dbpedia.org/property/notableWork>	0
#Triples<http://dbpedia.org/property/producers>	2216
#Head<http://dbpedia.org/property/producers>	1708
#Head-Entities<http://dbpedia.org/property/producers>	0
#Tail<http://dbpedia.org/property/producers>	172
#Tail-Entities<http://dbpedia.org/property/producers>	172
#Triples<http://dbpedia.org/property/productionCompanies>	4221
#Head<http://dbpedia.org/property/productionCompanies>	2679
#Head-Entities<http://dbpedia.org/property/productionCompanies>	2
#Tail<http://dbpedia.org/property/productionCompanies>	81
#Tail-Entities<http://dbpedia.org/property/productionCompanies>	77
#Triples<http://dbpedia.org/property/story>	106
#Head<http://dbpedia.org/property/story>	90
#Head-Entities<http://dbpedia.org/property/story>	0
#Tail<http://dbpedia.org/property/story>	26
#Tail-Entities<http://dbpedia.org/property/story>	26
#Triples<http://purl.org/dc/terms/subject>	34789
#Head<http://purl.org/dc/terms/subject>	3147
#Head-Entities<http://purl.org/dc/terms/subject>	0
#Tail<http://purl.org/dc/terms/subject>	456
#Tail-Entities<http://purl.org/dc/terms/subject>	456
#Triples<http://purl.org/linguistics/gold/hypernym>	2752
#Head<http://purl.org/linguistics/gold/hypernym>	2752
#Head-Entities<http://purl.org/linguistics/gold/hypernym>	1
#Tail<http://purl.org/linguistics/gold/hypernym>	8
#Tail-Entities<http://purl.org/linguistics/gold/hypernym>	7
#Triples<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	28043
#Head<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	3232
#Head-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	0
#Tail<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	154
#Tail-Entities<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	154
#Triples<http://www.w3.org/2000/01/rdf-schema#seeAlso>	22
#Head<http://www.w3.org/2000/01/rdf-schema#seeAlso>	19
#Head-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	1
#Tail<http://www.w3.org/2000/01/rdf-schema#seeAlso>	8
#Tail-Entities<http://www.w3.org/2000/01/rdf-schema#seeAlso>	5
